TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ACWG ESM,ACWG TSM,Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source,Detection,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments,TOI int,planet count,Multiplanet System,Single Transit,p_mean,p_sd,r_mean,r_sd,rhat_ok,exo_r
116242971.0,2125.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,67.1,71.5,0.0,0.0,0.0,KP,KP,10.1213,0.008,,1.0,spoc-s14-s41-b0A-KP,QLP,17:50:33.72,36:34:12.63,-0.136,0.038,-10.962,0.045,2459418.338204,0.000466,5.03162863214547,6.9110874e-06,5.5923070104324,0.0375701,5.899631,0.049196,5419.02494397388,45.309994,16.3743759475601,0.76057774,1766.84223457384,1653.55708548386,93.859886,368.03,3.1315,6350.0,133.7,3.87,0.08,2.16279006004333,0.0989498,,,1.26,0.181075,"25,26,40",2020-07-29,2022-03-28,2022-04-21 12:09:21,KELT-12 b; artifact TIC 116242970 close by,2125.0,1.0,False,False,5.032,0.0,0.07,0.001,True,0.06940962741809253
116264089.0,2126.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,166.4,188.4,0.0,0.0,1.0,KP,KP,11.7213,0.006,,1.0,spoc-s14-s41-b0A-KP,SPOC,17:52:06.99,37:32:46.78,-24.529,0.037,34.809,0.041,2459391.063502,0.00021606899,1.30619229448432,5.609799e-07,1.39137297334169,0.008577984,27.276718,0.211755,24809.834563338,195.01462,15.2353692798767,0.95650345,1025.497711669,1443.28940477917,232.98799,231.337,1.2955,5489.0,139.399,4.59342,0.0885229,0.820181012153625,0.0486935,-0.24,0.1,0.962,0.132489,"25,26,40",2020-07-29,2022-02-15,2022-03-02 12:06:42,TRES-3b,2126.0,1.0,False,False,1.306,0.0,0.168,0.004,True,0.170299195055173
21744120.0,2127.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,57.2,180.0,0.0,0.0,0.0,KP,KP,11.733,0.006,,1.0,spoc,SPOC,17:05:23.13,33:00:44.37,-14.073,0.034,-36.689,0.042,2458983.744992,0.00038474426,5.50806821746442,7.1658375e-05,2.63999947014186,0.034436543,23.691975,0.210452,21584.7573167274,193.81427,10.7299795003944,0.7361982,82.2406616223352,768.053368932309,112.98463,161.4,0.6075,4790.0,117.624,4.58765,0.0884501,0.740113,0.0496683,0.14,0.08,0.773,0.0905949,"25,26",2020-07-29,2020-09-23,2021-10-29 00:00:00,HAT-P-18 b,2127.0,1.0,False,False,5.508,0.0,0.133,0.002,True,0.13291383236436302
21832928.0,2128.01,,2.0,4.0,2.0,2.0,4.0,4.0,4.0,5.1,89.8,0.0,18.0,11.0,PC,PC,6.6813,0.006,,1.0,spoc,SPOC,17:07:55.63,32:06:19.09,-162.014,0.038,-42.123,0.041,2458987.266733,0.0030093747,16.3419140143484,0.002182058,4.55449300822724,0.38422024,0.336497,0.025346,309.877034538714,23.344505,2.04839418999427,0.6771981,86.2277705840596,777.19775773267,12.79881,36.578,0.03435,5991.11,101.692,4.37711,0.0725906,1.12506,0.042211,-0.11,0.03,1.1,0.134605,"25,26",2020-07-29,2020-09-23,2021-10-29 00:00:00,Potential L1 around bright star,2128.0,1.0,False,False,16.343,0.003,0.017,0.001,True,0.016691953719093877
101721385.0,2129.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,70.5,234.8,0.0,0.0,0.0,KP,KP,9.54417,0.006,,1.0,spoc,SPOC,17:20:27.88,38:14:31.81,2.241,0.042,-6.714,0.045,2458984.653367,0.00044148578,4.6277078822744,7.326206e-05,2.28430678495461,0.02282528,6.264112,0.078491,5752.84888514189,72.29063,13.6188014416439,0.6206287,1166.02251299025,1490.37817954328,103.10917,222.663,1.2505,6727.6,123.7,4.22,0.09,1.54522,0.0691734,0.126637,0.0526804,1.433,0.248358,"25,26",2020-07-29,2020-09-23,2021-10-29 00:00:00,HAT-P-14 b,2129.0,1.0,False,False,4.628,0.0,0.082,0.003,True,0.08080121441874084
320798691.0,2130.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,50.1,128.5,0.0,0.0,0.0,KP,KP,11.0269,0.006,,1.0,spoc-s14-s41-b0A-KP,SPOC,18:06:09.04,26:25:35.78,-7.437,0.03,-13.402,0.037,2459010.827031,0.0006460822,5.0052606124508,1.1335195e-05,4.91151635576611,0.056293026,8.516745,0.099462,7813.52646236446,91.60334,13.8201642474864,0.61062044,746.902434327655,1333.32406679651,56.665165,344.05,2.889,6115.0,128.697,4.16703,0.0816443,1.46701002120972,0.0633166,,,1.153,0.162159,"26,40",2020-08-07,2022-02-15,2022-03-02 12:06:42,HAT-P-31 b,2130.0,1.0,False,False,5.005,0.0,0.087,0.001,True,0.08636732023352756
27848472.0,2131.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,185.8,195.7,0.0,1.0,0.0,KP,KP,10.1058,0.006,,1.0,qlp-s40-tois,QLP,18:34:31.62,35:39:41.15,-6.069,0.042,-21.745,0.049,2459418.412301,0.0001389,1.8468363,1.1e-06,2.554,0.056,13.921146,0.000213,12740.0,0.196226,16.0866,0.835561,1862.16,1830.0,298.0,231.161,1.6365,6352.0,144.2,4.27,0.09,1.36,0.07,-0.04,0.1,1.261,0.193608,"26,40",2020-08-07,2022-02-15,2022-03-02 12:06:42,WASP-3 b,2131.0,1.0,False,False,1.847,0.0,0.106,0.001,True,0.1084412900464196
358516596.0,2132.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,157.9,157.7,0.0,0.0,0.0,KP,KP,10.2025,0.006,,1.0,spoc-s14-s41-b0A-KP,QLP,18:53:13.31,24:07:38.09,-14.583,0.03,-31.197,0.041,2459391.154184,0.00045708375,3.24407758201246,3.1855648e-06,3.21151633775209,0.021027347,14.356171,0.12412,13135.4885948124,114.3121,16.5942993135959,0.72743833,983.296735728269,1428.20615021335,81.40139,197.572,1.0,5703.0,99.1,4.16,0.07,1.38951003551483,0.0603015,0.23,0.1,1.016,0.129725,"26,40",2020-08-07,2022-02-15,2022-03-02 12:06:42,KELT-8 b,2132.0,1.0,False,False,3.244,0.0,0.111,0.002,True,0.10948800746433258
39200363.0,2133.01,,2.0,4.0,2.0,2.0,4.0,4.0,4.0,6.8,64.1,2.0,3.0,5.0,PC,PC,10.8571,0.006,,1.0,spoc,SPOC,17:24:58.52,32:47:54.23,-17.882,0.036,64.347,0.036,2458985.878457,0.0038405994,3.82718297644327,0.0005162086,2.27781894542206,0.2464533,1.314421,0.12201,1209.89391984656,112.36882,2.89960177989782,0.4085583,81.092345356992,765.358156513217,9.333822,75.1973,0.1361,4175.0,123.3,4.54,0.11,0.716312,0.0671683,,,0.65,0.0803712,"25,26",2020-08-07,2020-09-14,2021-10-29 00:00:00,Neighbors need to be cleared by SG1; low SNR,2133.0,1.0,False,False,3.827,0.001,0.033,0.003,True,0.03711123880342695
75878355.0,2134.01,,1.0,4.0,1.0,1.0,4.0,4.0,4.0,17.2,188.9,3.0,5.0,6.0,PC,PC,7.7945,0.006,,1.0,qlp,SPOC,18:07:44.52,39:04:22.54,54.371,0.052,-283.05,0.051,2459407.546692,0.0009339,9.2292732,3.71e-05,2.957,0.167,1.60808,0.00069,1480.0,0.635799,3.02353,0.260312,27.2121,636.0,54.0,22.6202,0.01595,4406.0,123.336,4.50428,0.0980128,0.77,0.06,,,0.69,0.0790972,"26,40",2020-08-07,2021-11-23,2021-12-07 12:08:34,,2134.0,1.0,False,False,9.229,0.0,0.036,0.001,True,0.035999202322616296
76419763.0,2135.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,92.9,89.7,0.0,0.0,0.0,KP,KP,11.3998,0.006,,1.0,qlp-s40-tois,SPOC,18:17:37.33,36:37:17.26,11.866,0.033,6.031,0.039,2459414.394742,0.0002515,2.7884696,3.6e-06,2.759,0.04,16.596826,0.000605,15170.0,0.556806,14.5809,0.816861,653.746,1408.0,178.0,303.336,1.8015,5833.0,144.943,4.35385,0.0853583,1.13,0.06,0.11,0.1,1.051,0.135164,"26,40",2020-08-07,2022-02-15,2022-03-02 12:06:42,HAT-P-5 b,2135.0,1.0,False,False,2.788,0.0,0.112,0.001,True,0.11829740248886651
336128819.0,2136.01,,2.0,5.0,5.0,2.0,4.0,4.0,4.0,2.8,81.0,7.0,0.0,6.0,PC,CP,11.7371,0.007,,1.0,spoc-s14-s41-b0A-PC,SPOC,18:44:42.32,36:33:47.27,-33.8,0.103,177.358,0.112,2459394.593726,0.002155869,7.85190820404635,3.6743193e-05,1.63187259568172,0.27211654,4.214266,0.289701,3873.95914916701,266.78912,2.17058026165306,0.5446732,4.89046879575074,379.277755825568,14.27448,33.3631,0.06425,3384.0,157.0,4.87998,0.000834811,0.343879997730255,0.0103308,,,0.327134,0.0202642,"26,40",2020-08-07,2022-02-15,2022-06-01 12:04:04,,2136.0,1.0,False,False,7.852,0.0,0.058,0.003,True,0.05786797097417057
23059280.0,2137.01,,3.0,5.0,5.0,3.0,4.0,4.0,4.0,47.2,111.2,3.0,3.0,3.0,PC,APC,12.2186,0.006,,1.0,spoc-s14-s41-b0A-APC,SPOC,18:16:34.55,34:10:22.84,17.988,0.032,-9.101,0.038,2459393.08477,0.0005812681,14.1502268785682,2.7343367e-05,3.82644508569651,0.04327502,45.85985,0.452416,41358.8663922668,416.6034,18.6317683266025,1.2525848,34.4595551826568,617.941220550141,101.66401,244.755,1.1275,4882.0,123.99,4.45655,0.0865848,0.873951971530914,0.0582613,,,0.797,0.0942953,"26,40",2020-08-07,2022-02-15,2022-03-02 12:06:42,TFOPWG SB1/APC; possible EB; possible secondary; ambiguous radius,2137.0,1.0,False,False,14.15,0.0,0.197,0.003,True,0.19545006974261528
336267424.0,2138.01,,3.0,5.0,5.0,3.0,3.0,4.0,4.0,81.4,339.8,4.0,2.0,1.0,PC,APC,12.5466,0.006,,1.0,spoc-s41-b0A,SPOC,18:46:38.86,41:33:36.07,1.395,0.075,-7.478,0.082,2459420.867878,0.0008189369,1.48215260400649,8.077794e-05,2.59525996404732,0.06660756,17.352654,0.313717,15855.3439906194,288.90195,26.8927602017919,16.352634,4005.79073176744,2029.04563083971,37.107204,772.026,26.103,6835.31,137.219,4.37191,0.0939989,1.3128399848938,0.0728443,-0.169973,0.0134518,1.48,0.255652,"14,26,41",2020-08-07,2022-02-10,2022-03-02 12:06:42,TFOP BEB/APC; large and V-shaped,2138.0,1.0,False,False,1.482,0.0,0.366,0.143,True,0.18779883968022196
308172249.0,2139.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,117.0,209.7,0.0,0.0,0.0,KP,KP,12.4197,0.007,,1.0,spoc,SPOC,17:49:08.37,29:52:44.55,-18.197,0.022,-12.092,0.026,2459010.507535,0.0005045009,1.40138411096364,5.0523708e-05,1.68964200621416,0.03782133,21.87944,0.342979,19950.0206396776,315.8451,14.0189281616071,0.9280152,917.405110643429,1403.6539054268,39.40009,298.214,1.4135,4984.0,124.134,4.41028,0.0852564,0.934977,0.0597739,,,0.82,0.0960542,26,2020-08-07,2020-08-07,2021-10-29 00:00:00,WASP-135 b,2139.0,1.0,False,False,1.401,0.0,0.14,0.003,True,0.1374621725258291
399860444.0,2140.01,TIC 399860444.01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,114.0,305.0,0.0,2.0,10.0,KP,KP,10.854,0.006,,1.0,spoc-s14-s41-b0A-KP,QLP,19:07:14.05,49:18:59.12,5.219,0.043,1.619,0.043,2459012.510454,0.00013052319,2.4706137139132,1.1313529e-06,1.75542435512679,0.011295099,15.594103,0.092307,14260.0478280556,85.01415,13.6494116483676,0.5437196,817.564806276889,1363.79877682386,181.2169,215.32,1.0445,5854.0,101.6,4.45,0.07,1.01612997055054,0.0402412,-0.03,0.1,1.057,0.133502,"26,40,41",2020-08-07,2022-02-10,2022-03-02 12:06:42,TrES-2 b,2140.0,1.0,False,False,2.471,0.0,0.122,0.002,True,0.12314987957420137
287256467.0,2141.01,,1.0,4.0,1.0,1.0,4.0,4.0,4.0,4.6,85.4,1.0,6.0,4.0,PC,PC,8.8975,0.006,,1.0,spoc,SPOC,17:15:02.96,18:20:25.24,52.121,0.056,-98.334,0.073,2458992.50528,0.003225472,18.2589469869538,0.0025242222,4.18008476269689,0.22489937,1.117571,0.060386,1028.79135080352,55.61642,3.60904281370077,0.23257977,44.3472441616141,658.167462984954,17.427656,77.682,0.22505,5674.0,123.907,4.49483,0.0781668,0.941409,0.0476533,,,1.01,0.129756,"25,26",2020-08-07,2020-09-23,2021-10-29 00:00:00,Both transits close to momentum dumps; potentially systematic feature,2141.0,1.0,False,False,18.261,0.003,0.031,0.002,False,0.03514657492647602
44313455.0,2142.01,,1.0,4.0,1.0,2.0,4.0,4.0,4.0,1.4,8.4,8.0,1.0,7.0,PC,PC,11.0768,0.007,,1.0,spoc,SPOC,17:48:11.19,15:58:48.39,-55.022,0.096,106.407,0.083,2459014.833131,0.004227723,9.30173739162836,0.0031738656,2.22440935787914,0.847612,1.727182,0.256227,1589.52866882831,235.9659,1.46082141213617,1.3664807,4.62706170390607,374.064136702291,7.4699674,27.7525,0.0387,3472.0,157.0,4.86042,0.000786928,0.363966,0.0108484,,,0.350325,0.0202325,26,2020-08-07,2020-08-07,2021-10-29 00:00:00,Centroid offset; low SNR; SG1 needs to clear the neighbors,2142.0,1.0,False,False,9.296,0.014,0.039,0.013,True,0.03679642538874028
103195323.0,2143.01,TIC 103195323.01,3.0,4.0,3.0,3.0,3.0,4.0,4.0,57.1,74.2,4.0,1.0,3.0,PC,PC,10.1041,0.011,,1.0,spoc,SPOC,04:10:17.52,75:10:15.35,-3.914,0.039,7.041,0.041,2458984.066543,0.0011923161,5.58977640635694,0.0002274026,5.55467616376497,0.10978345,6.454843,0.092099,5927.49251039317,84.82226,15.8107399790661,0.5871044,1923.74722888313,1689.10540401358,45.726128,378.684,3.58,7437.0,138.2,4.09,0.08,1.9501,0.0661809,,,1.7,0.279341,"25,26",2020-08-07,2020-09-12,2021-10-29 00:00:00,Variability at short time scales,2143.0,1.0,False,False,5.59,0.0,0.074,0.001,True,0.0743300859244544
428988981.0,2144.01,,1.0,4.0,1.0,3.0,3.0,4.0,4.0,0.8,24.8,1.0,7.0,1.0,PC,PC,9.90667,0.006,,1.0,spoc,SPOC,23:21:00.75,79:26:30.42,74.093,0.041,77.67,0.036,2458791.631889,0.004855531,37.3412115999175,0.0011453695,5.55497505935122,0.64093727,0.745768,0.070863,686.641854865636,65.265114,2.30721183354117,1.0674556,13.1002304426911,485.220882516939,10.018428,105.806,0.2765,5452.0,126.524,4.53224,0.0820865,0.875453,0.0474372,,,0.952,0.120035,"18,19,24,25,26",2020-08-07,2020-09-23,2021-10-29 00:00:00,previously a single transit but now has a period,2144.0,1.0,False,False,37.34,0.001,0.026,0.002,True,0.024161503516600374
88992642.0,2145.01,,3.0,4.0,4.0,3.0,4.0,4.0,4.0,41.8,104.6,4.0,26.0,6.0,PC,CP,8.55942,0.006,,1.0,qlp-s40-tois,SPOC,17:35:01.94,40:41:42.15,-6.512,0.035,-3.281,0.04,2459403.202703,0.0011501,10.2611053,4.65e-05,7.334,0.131,2.086617,0.000133,1920.0,0.122109,12.1819,0.559002,506.103,1321.0,74.0,224.731,1.097,6202.0,129.8,3.63,0.08,2.78,0.13,,,1.191,0.175148,"25,26,40",2020-08-07,2022-02-15,2022-04-26 12:02:31,weak centroid offset; bright host,2145.0,1.0,False,False,10.261,0.0,0.042,0.001,True,0.04017348935340732
158916431.0,2146.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,52.8,86.8,1.0,1.0,0.0,PC,FP,9.9094,0.007,,1.0,qlp,QLP,17:59:57.6,29:39:18.63,-1.546,0.037,-8.573,0.042,2459016.69407,0.00121,5.89232,0.00066,3.152,0.325,5.224082,0.016297,4800.0,15.0102,16.9801,1.11297,1777.18,1808.0,44.0,402.908,4.1665,7272.0,126.3,4.0,0.09,2.13,0.08,,,1.64,0.273988,26,2020-08-10,2021-01-11,2021-10-29 00:00:00,artifact TIC 158916429 close by,2146.0,1.0,False,False,5.893,0.001,0.158,0.112,True,0.07308528769955751
341630071.0,2147.01,,3.0,4.0,4.0,3.0,3.0,4.0,4.0,13.2,68.5,5.0,4.0,2.0,PC,PC,10.7047,0.007,,1.0,qlp-s47-tois,QLP,10:22:33.98,83:05:01.41,-19.848,0.046,1.719,0.052,2459599.176807,0.0011202,26.2052577,5.06e-05,5.923,0.344,6.719744,0.001319,6170.0,1.21528,10.6643,0.527008,48.0228,733.0,83.0,282.108,2.516,6115.0,128.3,4.25,0.08,1.34,0.06,,,1.15,0.154765,"14,19,20,26,40,47",2020-08-10,2022-06-28,2022-06-29 12:11:23,,2147.0,1.0,False,False,26.205,0.0,0.071,0.001,True,0.07296202453665265
233569098.0,2148.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,16.5,88.1,1.0,1.0,0.0,PC,FP,10.6746,0.007,,1.0,qlp,QLP,18:47:15.4,64:48:23.47,1.784,0.137,26.175,0.129,2458693.42328,0.00111,23.48522,0.00014,3.546,0.183,6.555885,0.021008,6020.0,19.3491,14.0152,1.01956,62.0856,782.0,53.0,299.668,5.442,5930.0,123.1,4.11,0.08,1.51,0.08,,,1.08,0.140484,"23,24,26",2020-08-10,2020-08-10,2021-10-29 00:00:00,V-shaped; other potential dips in LC,2148.0,1.0,False,False,23.485,0.0,0.106,0.072,True,0.08509257636550732
1716467085.0,2149.01,,3.0,4.0,4.0,3.0,4.0,4.0,4.0,16.1,92.8,3.0,0.0,3.0,PC,PC,10.1099,0.007,,1.0,qlp,QLP,19:02:23.16,42:30:26.69,13.345,0.052,15.465,0.085,2459445.886663,0.0010224,0.5847238,1.3e-06,0.951,0.24,0.597319,0.001786,550.0,1.64523,3.35818,0.752223,6121.72,2464.0,25.0,222.25,1.588,6020.0,139.3,4.18,0.08,1.27,0.28,,,1.11,0.150388,"14,26,40,41",2020-08-10,2021-11-23,2022-07-06 00:00:00,V-shaped; TIC 1716467086 1 arcsec away; TIC 1716467085 and 1716467086 are real stars unresolved in previous catalogs as phantom star TIC 352009983,2149.0,1.0,False,False,0.584,0.0,0.028,0.002,True,0.024242062725018363
230267547.0,2150.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,16.9,60.9,0.0,2.0,4.0,PC,FP,10.4288,0.006,,1.0,qlp,QLP,17:38:21.87,18:28:25.95,7.895,0.041,10.06,0.055,2459011.30461,0.00509,2.22562,0.00092,2.786,0.352,1.292795,0.002851,1190.0,2.62579,6.57261,0.422034,1962.66,1854.0,10.0,370.536,3.975,6446.3,103.4,4.03,0.08,1.84,0.07,-0.015,0.013,1.306,0.202741,26,2020-08-10,2020-08-10,2021-10-29 00:00:00,slight depth-aperture correlation,2150.0,1.0,False,False,,,,,,0.03274834530204173
23389848.0,2151.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,40.5,55.3,0.0,3.0,0.0,PC,FP,10.142,0.006,,1.0,qlp,QLP,18:20:28.31,30:51:21.17,3.331,0.093,17.336,0.124,2459014.36854,0.00208,15.64643,0.0022,7.75,0.593,6.544962,0.001274,6010.0,1.17312,16.1126,0.887288,323.367,1181.0,43.0,277.934,3.9955,5660.0,128.7,3.86,0.08,1.95,0.1,,,1.005,0.126994,26,2020-08-10,2020-08-10,2021-10-29 00:00:00,possibly EB with primary transit in data gap; Gaia RV error = 5 km/s,2151.0,1.0,False,False,,,,,,0.07575308695540002
395393265.0,2152.01,,3.0,4.0,4.0,3.0,4.0,4.0,4.0,90.1,85.0,6.0,16.0,4.0,PC,CP,10.7053,0.006,,1.0,qlp,QLP,01:45:21.35,77:47:24.44,27.643,0.04,-11.634,0.048,2458792.55603,0.00042,3.37743,1e-05,3.622,0.024,9.585813,0.000106,8790.0,0.0973091,16.728,0.749241,1389.74,1700.0,22.0,303.006,3.0795,6688.0,148.6,4.11,0.09,1.73,0.08,,,1.416,0.240633,26,2020-08-10,2020-08-10,2022-04-26 12:02:31,,2152.0,1.0,False,False,,,,,,0.08864765209241576
406855039.0,2153.01,,1.0,4.0,1.0,1.0,4.0,4.0,4.0,4.8,28.8,0.0,2.0,5.0,PC,PC,9.54581,0.006,,1.0,qlp-s48-ffi,QLP,18:19:28.92,71:14:55.05,-2.157,0.047,18.334,0.071,2459631.142823,0.0046711,2.7178402,3.18e-05,5.193,1.122,0.206309,0.000872,190.0,0.803339,3.21227,0.269866,9840.45,2774.0,22.0,238.675,1.6105,5668.0,127.1,3.76,0.08,2.18,0.11,,,1.007,0.125115,"14,15,16,17,18,19,20,21,23,24,25,26,40,41,47,48",2020-08-10,2022-03-24,2022-03-25 12:06:32,likely SV or EB. Bad transit shape,2153.0,1.0,False,False,2.718,0.0,0.018,0.002,True,0.013509051860511425
428787891.0,2154.01,,3.0,4.0,4.0,3.0,4.0,4.0,4.0,85.2,101.4,7.0,11.0,1.0,PC,CP,10.6611,0.009,,1.0,qlp-s40-tois,QLP,04:44:06.76,84:21:51.35,-10.783,0.036,15.218,0.043,2459416.287044,0.0003266,3.8240806,2.9e-06,2.34,0.133,11.570235,0.002348,10600.0,2.16227,15.5817,0.75282,747.848,1456.0,234.0,296.46,2.1585,6243.0,133.5,4.24,0.08,1.39,0.06,,,1.21,0.172195,"19,20,25,26,40",2020-08-10,2022-02-15,2022-04-26 12:02:32,large PC,2154.0,1.0,False,False,3.824,0.0,0.107,0.003,True,0.10277071048982289
461591646.0,2155.01,,3.0,4.0,4.0,3.0,3.0,4.0,4.0,32.1,83.0,5.0,10.0,1.0,PC,PC,10.9939,0.01,,1.0,qlp,QLP,00:23:12.06,84:27:10.22,22.255,0.04,-1.251,0.042,2458792.85098,0.00075,3.72466,2e-05,3.185,0.113,3.991982,0.000467,3670.0,0.430215,10.8811,0.506214,686.503,1426.0,75.0,416.077,3.8915,6144.0,131.6,4.02,0.08,1.74,0.08,,,1.17,0.168612,26,2020-08-10,2020-08-10,2021-10-29 00:00:00,,2155.0,1.0,False,False,,,,,,0.05733144315904431
258402425.0,2156.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,42.7,94.4,4.0,2.0,3.0,EB,FP,9.87437,0.006,,1.0,qlp,QLP,18:17:40,23:55:03.64,15.464,0.029,-17.322,0.046,2459011.05035,0.00358,0.67554,0.00016,0.922,0.174,0.738552,0.508417,680.0,468.16,15.6973,,7493.17,2591.0,11.0,253.011,1.8815,4872.0,122.0,,,2.74,,,,,,26,2020-08-10,2021-01-11,2021-10-29 00:00:00,Likely EB; evolved star; a/Rs under 2; artifact TIC 158367929 close by; offset near TIC 258402422; TFOP FP; retired as NEB,2156.0,1.0,False,False,0.676,0.001,0.01,0.016,True,0.05252229762283222
298495970.0,2157.01,,3.0,5.0,5.0,3.0,4.0,4.0,4.0,78.4,141.5,1.0,2.0,3.0,PC,APC,10.7033,0.006,,1.0,qlp,QLP,17:26:52.25,25:50:57.37,-45.633,0.042,-11.332,0.042,2458989.01974,0.00077,8.42426,0.00027,2.424,0.122,23.819866,0.044943,21700.0,41.3932,15.4731,1.01631,108.247,898.0,52.0,178.43,0.9455,5756.0,125.4,4.51,0.08,0.93,0.05,,,1.03,0.129982,26,2020-08-10,2020-08-10,2021-12-21 00:00:00,,2157.0,1.0,False,False,,,,,,0.15253296225199034
342642208.0,2158.01,,3.0,4.0,4.0,3.0,4.0,4.0,4.0,36.0,106.3,2.0,2.0,4.0,PC,PC,10.1669,0.006,,1.0,qlp,QLP,18:27:14.41,20:31:36.79,-43.997,0.044,7.891,0.074,2459414.557197,0.0008646,8.600787,3.15e-05,3.307,0.308,5.245901,0.002461,4820.0,2.26677,10.4559,0.608952,89.1551,856.0,59.0,198.473,1.393,5389.0,122.6,4.06,0.08,1.5,0.08,,,0.935,0.114776,"26,40",2020-08-10,2021-11-23,2022-02-28 00:00:00,,2158.0,1.0,False,False,8.601,0.001,0.065,0.004,True,0.06390568328302429
270515566.0,2159.01,,5.0,5.0,5.0,5.0,2.0,5.0,5.0,44.6,120.6,0.0,1.0,2.0,PC,APC,10.8595,0.007,,1.0,qlp-s40-tois,QLP,17:37:48.97,47:13:49.04,-11.138,0.043,9.721,0.043,2459414.164765,0.0005583,10.0509381,2.02e-05,6.291,0.094,10.648837,0.000508,9760.0,0.467891,13.9389,0.65702,276.864,1136.0,160.0,294.398,1.8245,5844.0,126.4,4.16,0.08,1.41,0.07,,,1.05,0.131034,"25,26,40",2020-08-10,2022-02-15,2022-03-02 12:06:42,,2159.0,1.0,False,False,10.051,0.0,0.092,0.001,True,0.09063140455503259
284477310.0,2160.01,,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.9,34.2,2.0,2.0,3.0,PC,PC,10.6071,0.006,,1.0,qlp-s47-tois,QLP,19:24:30.23,56:52:52.67,-18.278,0.048,6.914,0.047,2459603.385205,0.0036593,2.2390608,1.24e-05,1.614,0.252,0.510416,0.001229,470.0,1.13222,2.7265,0.190777,526.706,1334.0,14.0,244.804,1.493,6021.0,127.8,4.29,0.08,1.25,0.06,,,1.115,0.151118,"14,15,16,20,23,26,40,41,47",2020-08-10,2022-06-28,2022-07-06 00:00:00,,2160.0,1.0,False,False,2.239,0.0,0.021,0.002,True,0.01999699830386661
366563452.0,2161.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.5,6.4,0.0,1.0,0.0,PC,FP,9.5998,0.006,,1.0,qlp,QLP,20:17:46.73,77:10:00.04,6.846,0.034,116.832,0.042,2458767.12056,0.00405,1.58726,4e-05,1.481,0.236,0.217169,0.000576,200.0,0.530908,1.15191,0.0963129,439.075,1275.0,11.0,73.1018,0.10265,5028.0,122.7,4.55,0.09,0.81,0.05,,,0.84,0.102035,26,2020-08-10,2020-09-23,2021-10-29 00:00:00,centroid offset centered on other stars; artifact TIC 366563451 close by,2161.0,1.0,False,False,1.587,0.0,0.012,0.002,True,0.01303775604107773
284564230.0,2162.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.9,28.5,1.0,2.0,1.0,PC,FP,10.2182,0.008,,1.0,qlp-s49-ffi,QLP,19:26:05.77,58:30:36.65,15.653,0.042,22.844,0.04,2459670.550031,0.0032395,12.9775649,8.09e-05,3.274,0.796,0.825473,0.002339,760.0,2.15436,4.79608,0.335942,147.61,971.0,19.0,315.323,2.138,6610.0,126.1,4.14,0.09,1.66,0.07,,,1.38,0.229351,"14,15,16,17,20,23,24,26,40,41,47,49,50",2020-08-10,2022-05-19,2022-06-16 12:02:57,possible odd-even; slight depth-aperture correlation,2162.0,1.0,False,False,12.977,0.0,0.028,0.005,True,0.02648790751449091
